Code,Name,Country,Exchange,Currency,Type,Isin,ticker,name
AVJ,Avjennings Ltd,Australia,AU,AUD,Common Stock,AU000000AVJ0,AVJ,Avjennings Ltd
AVL,Australian Vanadium Ltd,Australia,AU,AUD,Common Stock,AU000000AVL6,AVL,Australian Vanadium Ltd
AVM,Advance Metals Ltd,Australia,AU,AUD,Common Stock,AU0000227720,AVM,Advance Metals Ltd
AVR,Anteris Technologies Global Corp,Australia,AU,AUD,Common Stock,AU0000088841,AVR,Anteris Technologies Global Corp
AVW,Avira Resources Ltd,Australia,AU,AUD,Common Stock,AU000000AVW3,AVW,Avira Resources Ltd
AW1,American West Metals Ltd,Australia,AU,AUD,Common Stock,AU0000187239,AW1,American West Metals Ltd
AWJ,Auric Mining Ltd,Australia,AU,AUD,Common Stock,AU0000121113,AWJ,Auric Mining Ltd
AX1,Accent Group Ltd,Australia,AU,AUD,Common Stock,AU000000AX19,AX1,Accent Group Ltd
AX8,Accelerate Resources Ltd,Australia,AU,AUD,Common Stock,AU000000AX84,AX8,Accelerate Resources Ltd
AXE,Archer Materials Ltd,Australia,AU,AUD,Common Stock,AU000000AXE7,AXE,Archer Materials Ltd
AXI,Axiom Properties Ltd,Australia,AU,AUD,Common Stock,AU000000AXI8,AXI,Axiom Properties Ltd
AXL,Axel Ree Ltd,Australia,AU,AUD,Common Stock,,AXL,Axel Ree Ltd
AXN,Alliance Nickel Ltd,Australia,AU,AUD,Common Stock,AU0000265381,AXN,Alliance Nickel Ltd
AXP,AXP Energy Ltd,Australia,AU,AUD,Common Stock,AU0000162950,AXP,AXP Energy Ltd
AYA,ARTRYA Ltd,Australia,AU,AUD,Common Stock,AU0000182412,AYA,ARTRYA Ltd
AYI,A1 Investments & Resources Ltd,Australia,AU,AUD,Common Stock,AU000000AYI6,AYI,A1 Investments & Resources Ltd
AYLD,Global X S&P/ASX 200 Covered Call Complex ETF,Australia,AU,AUD,ETF,AU0000251878,AYLD,Global X S&P/ASX 200 Covered Call Complex ETF
AYM,Australia United Mining Ltd,Australia,AU,AUD,Common Stock,AU000000AYM8,AYM,Australia United Mining Ltd
AYT,Austin Metals Ltd,Australia,AU,AUD,Common Stock,AU0000193682,AYT,Austin Metals Ltd
AYUHD,Australian Unity Limited,Australia,AU,AUD,Common Stock,,AYUHD,Australian Unity Limited
AZ9,Asian Battery Metals Plc,Australia,AU,AUD,Common Stock,,AZ9,Asian Battery Metals Plc
AZI,Altamin Ltd,Australia,AU,AUD,Common Stock,AU000000AZI3,AZI,Altamin Ltd
AZJ,Aurizon Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000AZJ1,AZJ,Aurizon Holdings Ltd
AZL,Arizona Lithium Ltd,Australia,AU,AUD,Common Stock,AU0000179640,AZL,Arizona Lithium Ltd
AZY,Antipa Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000AZY0,AZY,Antipa Minerals Ltd
B4P,Beforepay Group Ltd,Australia,AU,AUD,Common Stock,AU0000190803,B4P,Beforepay Group Ltd
BANK,Global X Australian Bank Credit ETF,Australia,AU,AUD,ETF,,BANK,Global X Australian Bank Credit ETF
BAOR,Aoris Int Fund (Class B) (Unhedged) Active ETF,Australia,AU,AUD,ETF,,BAOR,Aoris Int Fund (Class B) (Unhedged) Active ETF
BAP,Bapcor Ltd,Australia,AU,AUD,Common Stock,AU000000BAP9,BAP,Bapcor Ltd
BAS,Bass Oil Ltd,Australia,AU,AUD,Common Stock,AU000000BAS3,BAS,Bass Oil Ltd
BB1,Blinklab Ltd,Australia,AU,AUD,Common Stock,,BB1,Blinklab Ltd
BBAB,Betashares Geared Short Aus GOV Bond Complex ETF,Australia,AU,AUD,ETF,,BBAB,Betashares Geared Short Aus GOV Bond Complex ETF
BBC,BNK Banking Corporation Ltd,Australia,AU,AUD,Common Stock,AU0000041857,BBC,BNK Banking Corporation Ltd
BBFD,Betashares Geared Short US TR Bond CH Complex ETF,Australia,AU,AUD,ETF,,BBFD,Betashares Geared Short US TR Bond CH Complex ETF
BBL,Brisbane Broncos Ltd,Australia,AU,AUD,Common Stock,AU000000BBL6,BBL,Brisbane Broncos Ltd
BBN,Baby Bunting Group Ltd,Australia,AU,AUD,Common Stock,AU000000BBN2,BBN,Baby Bunting Group Ltd
BBOZ,Betashares Aus Equities Strong Bear Complex ETF,Australia,AU,AUD,ETF,AU00000BBOZ2,BBOZ,Betashares Aus Equities Strong Bear Complex ETF
BBT,Betr Entertainment Ltd,Australia,AU,AUD,Common Stock,AU0000157075,BBT,Betr Entertainment Ltd
BBUS,Betashares US EQY Strong Bear CCY H Complex ETF,Australia,AU,AUD,ETF,AU00000BBUS4,BBUS,Betashares US EQY Strong Bear CCY H Complex ETF
BC8,Black Cat Syndicate Ltd,Australia,AU,AUD,Common Stock,AU000000BC88,BC8,Black Cat Syndicate Ltd
BCA,Black Canyon Ltd,Australia,AU,AUD,Common Stock,AU0000141293,BCA,Black Canyon Ltd
BCB,Bowen Coking Coal Ltd,Australia,AU,AUD,Common Stock,AU000000BCB5,BCB,Bowen Coking Coal Ltd
BCC,Beam Communications Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000031395,BCC,Beam Communications Holdings Ltd
BCI,BCI Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000BCI0,BCI,BCI Minerals Ltd
BCK,Brockman Mining Ltd,Australia,AU,AUD,Common Stock,BMG1739E1084,BCK,Brockman Mining Ltd
BCM,Brazilian Critical Minerals Ltd,Australia,AU,AUD,Common Stock,,BCM,Brazilian Critical Minerals Ltd
BCN,Beacon Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000BCN0,BCN,Beacon Minerals Ltd
BCNDA,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000400533,BCNDA,Ordinary Fully Paid Deferred Settlement
BCOM,Global X Bloomberg Commodity Complex ETF,Australia,AU,AUD,ETF,,BCOM,Global X Bloomberg Commodity Complex ETF
BCT,Bluechiip Ltd,Australia,AU,AUD,Common Stock,AU000000BCT7,BCT,Bluechiip Ltd
BDG,Black Dragon Gold Corp,Australia,AU,AUD,Common Stock,AU0000019465,BDG,Black Dragon Gold Corp
BDM,Burgundy Diamond Mines Ltd,Australia,AU,AUD,Common Stock,AU0000118994,BDM,Burgundy Diamond Mines Ltd
BDT,Birddog Technology Ltd,Australia,AU,AUD,Common Stock,AU0000189987,BDT,Birddog Technology Ltd
BDX,Bcal Diagnostics Ltd,Australia,AU,AUD,Common Stock,AU0000160921,BDX,Bcal Diagnostics Ltd
BEAR,Betashares Australian Equities Bear Complex ETF,Australia,AU,AUD,ETF,AU00000BEAR2,BEAR,Betashares Australian Equities Bear Complex ETF
BEL,Bentley Capital Ltd,Australia,AU,AUD,Common Stock,AU000000BEL0,BEL,Bentley Capital Ltd
BEMG,Betashares Msci Emerging Markets Complex Etf,Australia,AU,AUD,ETF,AU0000405227,BEMG,Betashares Msci Emerging Markets Complex Etf
BEN,Bendigo and Adelaide Bank Ltd,Australia,AU,AUD,Common Stock,AU000000BEN6,BEN,Bendigo and Adelaide Bank Ltd
BENPI,Bendigo and Adelaide Bank Ltd,Australia,AU,AUD,Common Stock,,BENPI,Bendigo and Adelaide Bank Ltd
BEO,Beonic Ltd,Australia,AU,AUD,Common Stock,,BEO,Beonic Ltd
BET,Betmakers Technology Group Ltd,Australia,AU,AUD,Common Stock,AU0000050585,BET,Betmakers Technology Group Ltd
BEZ,Besra Gold Inc,Australia,AU,AUD,Common Stock,AU0000150351,BEZ,Besra Gold Inc
BFC,Beston Global Food Company Ltd,Australia,AU,AUD,Common Stock,AU000000BFC6,BFC,Beston Global Food Company Ltd
BFG,Bell Financial Group Ltd,Australia,AU,AUD,Common Stock,AU000000BFG7,BFG,Bell Financial Group Ltd
BFL,BSP Financial Group Ltd,Australia,AU,AUD,Common Stock,PG000A2PEAQ9,BFL,BSP Financial Group Ltd
BGA,Bega Cheese Ltd,Australia,AU,AUD,Common Stock,AU000000BGA8,BGA,Bega Cheese Ltd
BGBL,Betashares Global Shares ETF,Australia,AU,AUD,ETF,AU0000269995,BGBL,Betashares Global Shares ETF
BGD,Barton Gold Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000153215,BGD,Barton Gold Holdings Ltd
BGE,Bridge Saas Ltd,Australia,AU,AUD,Common Stock,AU0000235418,BGE,Bridge Saas Ltd
BGL,Bellevue Gold Ltd,Australia,AU,AUD,Common Stock,AU0000019374,BGL,Bellevue Gold Ltd
BGP,Briscoe Group Australasia Ltd,Australia,AU,AUD,Common Stock,NZBGRE0001S4,BGP,Briscoe Group Australasia Ltd
BGT,Bio-Gene Technology Ltd,Australia,AU,AUD,Common Stock,AU000000BGT8,BGT,Bio-Gene Technology Ltd
BHD,Benjamin Hornigold Ltd,Australia,AU,AUD,Common Stock,AU000000BHD0,BHD,Benjamin Hornigold Ltd
BHP,BHP Group Ltd,Australia,AU,AUD,Common Stock,AU000000BHP4,BHP,BHP Group Ltd
BHYB,Betashares Australian Major Bank Hybrids INDEX ETF,Australia,AU,AUD,ETF,AU0000134876,BHYB,Betashares Australian Major Bank Hybrids INDEX ETF
BILL,Ishares Core Cash ETF,Australia,AU,AUD,ETF,AU00000BILL3,BILL,Ishares Core Cash ETF
BIM,Bindi Metals Ltd,Australia,AU,AUD,Common Stock,AU0000217580,BIM,Bindi Metals Ltd
BIO,Biome Australia Ltd,Australia,AU,AUD,Common Stock,AU0000184137,BIO,Biome Australia Ltd
BIS,Bisalloy Steel Group Ltd,Australia,AU,AUD,Common Stock,AU000000BIS6,BIS,Bisalloy Steel Group Ltd
BIT,Biotron Ltd,Australia,AU,AUD,Common Stock,AU000000BIT4,BIT,Biotron Ltd
BKI,BKI Investment Company Ltd,Australia,AU,AUD,Common Stock,AU000000BKI3,BKI,BKI Investment Company Ltd
BKT,Black Rock Mining Ltd,Australia,AU,AUD,Common Stock,AU000000BKT0,BKT,Black Rock Mining Ltd
BKW,Brickworks Ltd,Australia,AU,AUD,Common Stock,AU000000BKW4,BKW,Brickworks Ltd
BKY,Berkeley Energia Ltd,Australia,AU,AUD,Common Stock,AU000000BKY0,BKY,Berkeley Energia Ltd
BLG,Bluglass Ltd,Australia,AU,AUD,Common Stock,AU000000BLG5,BLG,Bluglass Ltd
BLU,Blue Energy Ltd,Australia,AU,AUD,Common Stock,AU0000044364,BLU,Blue Energy Ltd
BLX,Beacon Lighting Group Ltd,Australia,AU,AUD,Common Stock,AU000000BLX0,BLX,Beacon Lighting Group Ltd
BLZ,BLAZE Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000BLZ5,BLZ,BLAZE Minerals Ltd
BM1,Ballard Mining Ltd,Australia,AU,AUD,Common Stock,,BM1,Ballard Mining Ltd
BM8,Battery Age Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000262644,BM8,Battery Age Minerals Ltd
BMG,BMG Resources Ltd,Australia,AU,AUD,Common Stock,AU000000BMG3,BMG,BMG Resources Ltd
BMH,Baumart Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000BMH1,BMH,Baumart Holdings Ltd
BML,Boab Metals Ltd,Australia,AU,AUD,Common Stock,AU0000131849,BML,Boab Metals Ltd
BMM,Bayan Mining and Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000157455,BMM,Bayan Mining and Minerals Ltd
BMN,Bannerman Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BMN9,BMN,Bannerman Energy Ltd
BMO,Bastion Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000136046,BMO,Bastion Minerals Ltd
BMR,Ballymore Resources Ltd,Australia,AU,AUD,Common Stock,AU0000156796,BMR,Ballymore Resources Ltd
BMT,Beamtree Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000170979,BMT,Beamtree Holdings Ltd
BNDS,Betashares Western Asset Aus Bond Active ETF,Australia,AU,AUD,ETF,AU0000026189,BNDS,Betashares Western Asset Aus Bond Active ETF
BNKS,Betashares Global Banks Currency Hedged ETF,Australia,AU,AUD,ETF,AU00000BNKS0,BNKS,Betashares Global Banks Currency Hedged ETF
BNL,Blue Star Helium Ltd,Australia,AU,AUD,Common Stock,AU0000014458,BNL,Blue Star Helium Ltd
BNR,Bulletin Resources Ltd,Australia,AU,AUD,Common Stock,AU000000BNR8,BNR,Bulletin Resources Ltd
BNZ,BENZ Mining Corp,Australia,AU,AUD,Common Stock,AU0000118796,BNZ,BENZ Mining Corp
BOA,BOA Resources Ltd,Australia,AU,AUD,Common Stock,AU000000BOA2,BOA,BOA Resources Ltd
BOC,Bougainville Copper Ltd,Australia,AU,AUD,Common Stock,PG0008526520,BOC,Bougainville Copper Ltd
BOD,BOD Science Ltd,Australia,AU,AUD,Common Stock,AU0000181331,BOD,BOD Science Ltd
BOE,Boss Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BOE4,BOE,Boss Energy Ltd
BOL,Boom Logistics Ltd,Australia,AU,AUD,Common Stock,AU000000BOL9,BOL,Boom Logistics Ltd
BOND,SPDR S&P/ASX Australian Bond ETF,Australia,AU,AUD,ETF,AU00000BOND4,BOND,SPDR S&P/ASX Australian Bond ETF
BOQ,Bank of Queensland Ltd,Australia,AU,AUD,Common Stock,AU000000BOQ8,BOQ,Bank of Queensland Ltd
BOQPG,Bank of Queensland Ltd,Australia,AU,AUD,Common Stock,,BOQPG,Bank of Queensland Ltd
BOT,Botanix Pharmaceuticals Ltd,Australia,AU,AUD,Common Stock,AU000000BOT2,BOT,Botanix Pharmaceuticals Ltd
BP8,BPH Global Ltd,Australia,AU,AUD,Common Stock,AU000000SCU9,BP8,BPH Global Ltd
BPH,BPH Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BPH4,BPH,BPH Energy Ltd
BPM,BPM Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000119810,BPM,BPM Minerals Ltd
BPP,Babylon Pump & Power Ltd,Australia,AU,AUD,Common Stock,AU000000BPP7,BPP,Babylon Pump & Power Ltd
BPT,Beach Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BPT9,BPT,Beach Energy Ltd
BRE,Brazilian Rare EARTHS Ltd,Australia,AU,AUD,Common Stock,,BRE,Brazilian Rare EARTHS Ltd
BRG,Breville Group Ltd,Australia,AU,AUD,Common Stock,AU000000BRG2,BRG,Breville Group Ltd
BRI,Big River Industries Ltd,Australia,AU,AUD,Common Stock,AU000000BRI8,BRI,Big River Industries Ltd
BRK,Brookside Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BRK4,BRK,Brookside Energy Ltd
BRL,Bathurst Resources Ltd,Australia,AU,AUD,Common Stock,NZBRLE0001S4,BRL,Bathurst Resources Ltd
BRN,Brainchip Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000BRN8,BRN,Brainchip Holdings Ltd
BRU,Buru Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BRU3,BRU,Buru Energy Ltd
BRX,Belararox Ltd,Australia,AU,AUD,Common Stock,AU0000185852,BRX,Belararox Ltd
BSA,BSA Ltd,Australia,AU,AUD,Common Stock,AU000000BSA3,BSA,BSA Ltd
BSL,Bluescope Steel Ltd,Australia,AU,AUD,Common Stock,AU000000BSL0,BSL,Bluescope Steel Ltd
BSN,Basin Energy Ltd,Australia,AU,AUD,Common Stock,AU000000BSN6,BSN,Basin Energy Ltd
BSUB,Betashares Aus Major Bank Subordinated Debt ETF,Australia,AU,AUD,ETF,,BSUB,Betashares Aus Major Bank Subordinated Debt ETF
BSX,Blackstone Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000BSX5,BSX,Blackstone Minerals Ltd
BTC,BTC Health Ltd,Australia,AU,AUD,Common Stock,AU000000BTC7,BTC,BTC Health Ltd
BTE,Botala Energy Ltd,Australia,AU,AUD,Common Stock,AU0000224552,BTE,Botala Energy Ltd
BTI,Bailador Technology Investments Ltd,Australia,AU,AUD,Common Stock,AU000000BTI4,BTI,Bailador Technology Investments Ltd
BTL,Beetaloo Energy Australia Limited,Australia,AU,AUD,Common Stock,AU0000401770,BTL,Beetaloo Energy Australia Limited
BTM,Breakthrough Minerals Ltd,Australia,AU,AUD,Common Stock,,BTM,Breakthrough Minerals Ltd
BTN,Butn Ltd,Australia,AU,AUD,Common Stock,AU0000156317,BTN,Butn Ltd
BTR,Brightstar Resources Ltd,Australia,AU,AUD,Common Stock,AU0000126633,BTR,Brightstar Resources Ltd
BTXX,Digitalx Bitcoin ETF,Australia,AU,AUD,ETF,AU0000340655,BTXX,Digitalx Bitcoin ETF
BUB,Bubs Australia Ltd,Australia,AU,AUD,Common Stock,AU000000BUB7,BUB,Bubs Australia Ltd
BUGG,Global X Cybersecurity ETF,Australia,AU,AUD,ETF,,BUGG,Global X Cybersecurity ETF
BUR,Burley Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000155699,BUR,Burley Minerals Ltd
BUS,Bubalus Resources Ltd,Australia,AU,AUD,Common Stock,AU0000238479,BUS,Bubalus Resources Ltd
BUX,Buxton Resources Ltd,Australia,AU,AUD,Common Stock,AU000000BUX1,BUX,Buxton Resources Ltd
BUY,Bounty Oil & Gas NL,Australia,AU,AUD,Common Stock,AU000000BUY9,BUY,Bounty Oil & Gas NL
BVR,Bellavista Resources Ltd,Australia,AU,AUD,Common Stock,AU0000216913,BVR,Bellavista Resources Ltd
BVS,Bravura Solutions Ltd,Australia,AU,AUD,Common Stock,AU000000BVS9,BVS,Bravura Solutions Ltd
BWE,Bwe Drilling Ltd,Australia,AU,AUD,Common Stock,AU0000410268,BWE,Bwe Drilling Ltd
BWF,Blackwall Ltd,Australia,AU,AUD,Common Stock,AU000000BWF4,BWF,Blackwall Ltd
BWN,Bhagwan Marine Ltd,Australia,AU,AUD,ETF,,BWN,Bhagwan Marine Ltd
BWP,BWP Trust,Australia,AU,AUD,Common Stock,AU000000BWP3,BWP,BWP Trust
BWPDA,Fully Paid Ord/units Stapled Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000404782,BWPDA,Fully Paid Ord/units Stapled Deferred Settlement
BXB,Brambles Ltd,Australia,AU,AUD,Common Stock,AU000000BXB1,BXB,Brambles Ltd
BXN,Bioxyne Ltd,Australia,AU,AUD,Common Stock,AU000000BXN6,BXN,Bioxyne Ltd
BYH,Bryah Resources Ltd,Australia,AU,AUD,Common Stock,AU000000BYH6,BYH,Bryah Resources Ltd
C1X,Cosmos Exploration Ltd,Australia,AU,AUD,Common Stock,AU0000178113,C1X,Cosmos Exploration Ltd
C29,C29 Metals Ltd,Australia,AU,AUD,Common Stock,AU0000174237,C29,C29 Metals Ltd
C79,Chrysos Corporation Ltd,Australia,AU,AUD,Common Stock,AU0000218190,C79,Chrysos Corporation Ltd
C7A,Clara Resources Australia Ltd,Australia,AU,AUD,Common Stock,AU0000249831,C7A,Clara Resources Australia Ltd
CAA,Capral Ltd,Australia,AU,AUD,Common Stock,AU000000CAA9,CAA,Capral Ltd
CAE,Cannindah Resources Ltd,Australia,AU,AUD,Common Stock,AU000000CAE1,CAE,Cannindah Resources Ltd
CAF,Centrepoint Alliance Ltd,Australia,AU,AUD,Common Stock,AU000000CAF8,CAF,Centrepoint Alliance Ltd
CAM,Clime Capital Ltd,Australia,AU,AUD,Common Stock,AU000000CAM4,CAM,Clime Capital Ltd
CAN,Cann Group Ltd,Australia,AU,AUD,Common Stock,AU000000CAN2,CAN,Cann Group Ltd
CAQ,CAQ Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000CAQ5,CAQ,CAQ Holdings Ltd
CAR,CAR Group Ltd,Australia,AU,AUD,Common Stock,AU000000CAR3,CAR,CAR Group Ltd
CAT,Catapult Group International Ltd,Australia,AU,AUD,Common Stock,AU000000CAT9,CAT,Catapult Group International Ltd
CAV,Carnavale Resources Ltd,Australia,AU,AUD,Common Stock,AU000000CAV5,CAV,Carnavale Resources Ltd
CAY,Canyon Resources Ltd,Australia,AU,AUD,Common Stock,AU000000CAY9,CAY,Canyon Resources Ltd
CAZ,Cazaly Resources Ltd,Australia,AU,AUD,Common Stock,AU000000CAZ6,CAZ,Cazaly Resources Ltd
CBA,Commonwealth Bank of Australia,Australia,AU,AUD,Common Stock,AU000000CBA7,CBA,Commonwealth Bank of Australia
CBAPL,Commonwealth Bank of Australia,Australia,AU,AUD,Common Stock,,CBAPL,Commonwealth Bank of Australia
CBAPM,Commonwealth Bank of Australia,Australia,AU,AUD,Common Stock,,CBAPM,Commonwealth Bank of Australia
CBE,Cobre Ltd,Australia,AU,AUD,Common Stock,AU0000072555,CBE,Cobre Ltd
CBL,Control Bionics Ltd,Australia,AU,AUD,Common Stock,AU0000114183,CBL,Control Bionics Ltd
CBO,Cobram Estate Olives Ltd,Australia,AU,AUD,Common Stock,AU0000167066,CBO,Cobram Estate Olives Ltd
CBY,Canterbury Resources Ltd,Australia,AU,AUD,Common Stock,AU0000028102,CBY,Canterbury Resources Ltd
CC5,Clever Culture Systems Ltd,Australia,AU,AUD,ETF,,CC5,Clever Culture Systems Ltd
CC9,Chariot Corporation Ltd,Australia,AU,AUD,Common Stock,,CC9,Chariot Corporation Ltd
CCA,Change Financial Ltd,Australia,AU,AUD,Common Stock,AU000000CCA5,CCA,Change Financial Ltd
CCE,Carnegie Clean Energy Ltd,Australia,AU,AUD,Common Stock,AU000000CCE7,CCE,Carnegie Clean Energy Ltd
CCG,Comms Group Ltd,Australia,AU,AUD,Common Stock,AU000000CCG2,CCG,Comms Group Ltd
CCL,Cuscal Ltd,Australia,AU,AUD,Common Stock,,CCL,Cuscal Ltd
CCM,Cadoux Ltd,Australia,AU,AUD,Common Stock,AU0000310302,CCM,Cadoux Ltd
CCO,The Calmer Co International Ltd,Australia,AU,AUD,Common Stock,AU0000275216,CCO,The Calmer Co International Ltd
CCP,Credit Corp Group Ltd,Australia,AU,AUD,Common Stock,AU000000CCP3,CCP,Credit Corp Group Ltd
CCR,Credit Clear Ltd,Australia,AU,AUD,Common Stock,AU0000107526,CCR,Credit Clear Ltd
CCV,Cash Converters International,Australia,AU,AUD,Common Stock,AU000000CCV1,CCV,Cash Converters International
CCX,City Chic Collective Ltd,Australia,AU,AUD,Common Stock,AU0000031767,CCX,City Chic Collective Ltd
CD1,CD Private Equity Fund I,Australia,AU,AUD,Common Stock,AU000000CD11,CD1,CD Private Equity Fund I
CD2,CD Private Equity Fund Ii,Australia,AU,AUD,ETF,AU000000CD29,CD2,CD Private Equity Fund Ii
CD3,CD Private Equity Fund Iii,Australia,AU,AUD,ETF,AU000000CD37,CD3,CD Private Equity Fund Iii
CDA,Codan Ltd,Australia,AU,AUD,Common Stock,AU000000CDA3,CDA,Codan Ltd
CDE,Codeifai Ltd,Australia,AU,AUD,ETF,,CDE,Codeifai Ltd
CDEDC,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000391526,CDEDC,Ordinary Fully Paid Deferred Settlement
CDM,Cadence Capital Ltd,Australia,AU,AUD,Common Stock,AU000000CDM8,CDM,Cadence Capital Ltd
CDO,Cadence Opportunities Fund Ltd,Australia,AU,AUD,Common Stock,AU0000186165,CDO,Cadence Opportunities Fund Ltd
CDP,Carindale Property Trust,Australia,AU,AUD,Common Stock,AU000000CDP1,CDP,Carindale Property Trust
CDR,Codrus Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000151136,CDR,Codrus Minerals Ltd
CDT,Castle Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000CDT3,CDT,Castle Minerals Ltd
CDX,Cardiex Ltd,Australia,AU,AUD,Common Stock,AU0000015729,CDX,Cardiex Ltd
CEH,Coast Entertainment Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000314254,CEH,Coast Entertainment Holdings Ltd
